taxon_name,eco_group
cf. Galeopsis,INUN
cf. Hamamelidaceae,INUN
cf. Iris,INUN
cf. Juniperus,INUN
cf. Larix-type,INUN
cf. Liliaceae,INUN
cf. Limosella aquatica,INUN
cf. Littorella,INUN
cf. Lonicera,INUN
cf. Malvaceae,INUN
cf. Melilotus,INUN
cf. Myricaria,INUN
cf. Olea,INUN
cf. Orchidaceae,INUN
cf. Papaver radicatum,INUN
cf. Papaveraceae,INUN
cf. Pedicularis,INUN
cf. Platanus,INUN
cf. Primula,INUN
cf. Pyrus,INUN
cf. Reseda lutea-type,INUN
cf. Restionaceae,INUN
cf. Saxifraga stellaris,INUN
cf. Sedum,INUN
cf. Sedum-type,INUN
cf. Succisa,INUN
cf. Tamus,INUN
cf. Valeriana,INUN
cf. Verbascum,INUN
cf. Viscum,INUN
cf. Vitis,INUN
cf. Xanthium-type,INUN
cf. Ziziphus,INUN
indef._pollen,INUN
indet,INUN
indet.,INUN
indet. Pollen,INUN
indiff,INUN
other herbs,INUN
pollen s vypuklymi porami,INUN
scalariform perforation plate,INUN
sum total,INUN
unidentified,INUN
unknown,INUN
varia,INUN
cf. Castanea,INUN
cf. Fagus,INUN
Resti insetti,INVE
Inula,HERB
Inula-type,HERB
Artropod,INVE
Iris,HERB
Iris-type,HERB
Iris humilis,HERB
Iris pseudacorus,HERB
Iris pseudacorus-type,HERB
ISOETES,AQPT
Isoete spore(s),AQPT
Isoetes,AQPT
Isoetes undiff.,AQPT
Isoetes echinospora,AQPT
Isoetes setacea,AQPT
Isoetes lacustris,AQPT
Isoëtes,AQVP
Jasione,HERB
Jasione montana,HERB
Jasione typ,HERB
Jasione-type,HERB
Jasminum,TRSH
Jasminum t.,TRSH
Jasminum-type,TRSH
Jasminum fruticans,HERB
Juglandaceae,TRSH
Juglans-Pterocarya,TRSH
Pterocarya-Juglans,TRSH
JUGLANS,TRSH
Juglans,TRSH
Juglans-type,TRSH
Juglans nigra,TRSH
Juglans regia,TRSH
Juglans regia type,TRSH
Juncaceae,HERB
Juncus,HERB
LUZULA,HERB
Luzula,HERB
Juncus Samenfragment,MACR
Juniperus,TRSH
Juniperus communis,TRSH
Juniperus communis-type,TRSH
Juniperus excelsa/J. oxycedrus,TRSH
Juniperus oxycedrus-type,TRSH
Juniperus sabina,TRSH
CUPRESSUS,TRSH
Cupressaceae,TRSH
Cupressaceae type,TRSH
Cupressus,TRSH
Cupressus type,TRSH
Cupressus-type,TRSH
JUNIPERUS,TRSH
Juniperus,TRSH
Juniperus t.,TRSH
Juniperus type,TRSH
Juniperus-type,TRSH
Juniperus/Cupressaceae,TRSH
Sabina,TRSH
Taxodiaceae,TRSH
Taxodiaceae/Cupressaceae/Taxaceae,TRSH
Taxodium,TRSH
Juniperus Stomata,VEMI
Juniperus: stomata,VEMI
Juniperus: stomata,MACR
Schulzia,UPHE
KETEELERIA,TRSH
Knautia,HERB
Knautia arvensis,HERB
Knautia arvensis type,HERB
Knautia-type,HERB
Knorringia,HERB
Koenigia islandica,HERB
Kretzschamria deusta (fungi),FUNG
Labiatae (6),HERB
Laburnum anagyroides,TRSH
Laburnum,TRSH
Asteraceae lactuceae type,HERB
Lactuca,HERB
Lactuca sativa-type,HERB
Lactuca-type,HERB
LABIATAE,HERB
LAMIACEAE,HERB
Labiata,HERB
Labiatae,HERB
Labiatae (3),HERB
Labiatae cf. Lamium,HERB
Labiatae undiff.,HERB
Lamiaceae,HERB
Lamiaceae (6-colpate),HERB
Lamiaceae indet.,HERB
Lamiaceae undiff.,HERB
Mentha/Salvia-type,HERB
Lamiaceae (hexacolpate),HERB
Lamiaceae 6-colpate,HERB
Lamium,HERB
Lamium album-Typ,HERB
Lamium album-type,HERB
Lamium-type,HERB
Larix dahurica,TRSH
Larix,TRSH
LARIX,TRSH
Larix,TRSH
Larix  decidua T,TRSH
Larix  decidua-type,TRSH
Larix decidua,TRSH
Larix decidua T,TRSH
Larix decidua-type,TRSH
Larix sibirica,TRSH
Larix type,TRSH
Larix/Pseudotsuga,TRSH
Pseudotsuga,TRSH
Pseudotsuga douglasii,TRSH
Larix: stomata,MACR
Larix: stomata,VEMI
Laserpitium latifolium-type,HERB
Laserpitium prutenicum,HERB
Lasiosphaeria sp. (Type HdV-63C),FUNG
Fabaceae lathyrus type,HERB
Lathyrus,HERB
Lathyrus japonicus,HERB
Lathyrus t.,HERB
Lathyrus tp.,HERB
Lathyrus undiff.,HERB
Lathyrus-type,HERB
Lathyrus/Vicia,HERB
Lathyrus/Vicia-type,HERB
Vicia-type,HERB
Vicia/Lathyrus,HERB
Vicia/Lathyrus-type,HERB
Viciaceae,HERB
Laurus,TRSH
Lavandula stoechas-type,TRSH
Lavandula stoechas-type,HERB
Ledum,DWAR
Ledum palustre,DWAR
Legousia,HERB
Leguminosae,HERB
Lemna,AQUA
Lemna minor,AQUA
Lemna-type,AQUA
Lemnaceae,AQUA
Lentibulariaceae,HELO
Leontice leontopetalum,HERB
Leucojum,HERB
Libanotis,HERB
Ligusticum mutellina,HERB
LIGUSTRUM,TRSH
Ligustrum,TRSH
Ligustrum vulgare,TRSH
Ligustrum vulgare-type,TRSH
Ligusticum t.,TRSH
Ligustrum„ÄÄtype,TRSH
Lygustrum vulgare type,TRSH
Alliaceae,HERB
Amaryllidaceae,HERB
Iridaceae,HERB
Iridaceae/Amaryllidaceae,HERB
LILIACEAE,HERB
Liliaceae,HERB
Liliaceae indet.,HERB
"Liliaceae undiff,",HERB
Liliaceae undiff.,HERB
Liliaceae-type,HERB
Liliales,HERB
Monocot. monocolp.,HERB
Lilium,HERB
Lilium martagon,HERB
Lilium martagon-type,HERB
Limonium,HERB
Limonium vulgare,HERB
Limonium-type,HERB
Linaceae,HERB
Linaria,HERB
Linaria type,HERB
Linaria-type,HERB
Lingulodinium,DINO
Lingulodinium machaerophorum,DINO
Lingulodinium machaerophorum var. clavatum,DINO
Linnaea,DWAR
Linnaea,HERB
Linnaea borealis,HERB
LINUM,HERB
Linum,HERB
Linum t.,HERB
Linum austriacum-type,HERB
Linum catharticum,HERB
Linum catharticum-type,HERB
Linum usitatissimum,HERB
Liquidambar,TRSH
Liriodendron,PREQ
QuercusLepido.,TRSH
Lithospermum,HERB
Lithospermum officinale-type,HERB
Lithospermum,HERB
Litorella-type,AQUA
Littorella,AQUA
Littorella uniflora,AQUA
Lloydia,HERB
Lloydia serotina,HERB
Lobelia,HELO
Lobelia,HERB
Lobelia-type,HERB
Lobelia dortmanna,HERB
Lobelia dortmanna,HELO
Loeflingia,HERB
Loiseleuria,DWAR
Loiseleuria procumbens,DWAR
Loiseleuria procumbens,HERB
Loiseleuria procumbens t.,DWAR
Loiseleuria procumbens-type,DWAR
Lomatogonium,HERB
Lomatogonium rotatum,HERB
Lonicera,TRSH
Lonicera,LIAN
Lonicera t.,TRSH
Lonicera-type,TRSH
Lonicera periclymenum,TRSH
Lonicera implexa,HERB
Lonicera periclymenum-type,TRSH
Lonicera xylosteum-type,TRSH
Loranthus,TRSH
Loranthus,TRSH
Loranthus,HEMI
Loranthus europaeus,TRSH
Fabaceae lotus type,HERB
Lotus,HERB
Lotus alpinus-type,HERB
Lotus cf. L. corniculatus,HERB
Lotus t.,HERB
Lotus type,HERB
Lotus uliginosus,HERB
Lotus-type,HERB
Lychnis flos-cuculi,HERB
Lychnis viscaria-type,HERB
Steris segetalis,HERB
Lycium,TRSH
Lycop.sp./Lycopodium sp.,VACR
Lycopodiaceae,VACR
Lycopodiaceae undiff.,VACR
Lycopodium-type,VACR
Lepidotis inundata,VACR
Lyc._inundatum,VACR
Lycopodiella inundata,VACR
Lycopodium inundatum,VACR
Lyc.,VACR
Lycopodium,VACR
Lycopodium annium,VACR
Lycopodium cf. L. annotinum,VACR
Lycopodium sp.,VACR
Lycopodium undiff,VACR
Lycopodium undiff.,VACR
Exot (Lycopodium) added,NOPO
Lycopodium (added),NOPO
Lycopodium marker,NOPO
Exotic marker (Lycopodium) counted,NOPO
LycSpores counted,NOPO
Lycopodium,NOPO
Lycopodium (count),NOPO
Lycopodium (counted),NOPO
Lycopodium cont,NOPO
Lycopodium marker,NOPO
Lycopodium spores counted,NOPO
Lycopodiums counted,NOPO
Lycpodium counted,NOPO
Lycopodium (counted) for Pediastrum,NOPO
Lycopodium (counted) for charcoal,NOPO
Lycopodium (grains/tablets),NOPO
Lycopodium (grains/tablet),NOPO
Lycopodium (spores/tablet),NOPO
Lycopodium spores/tablet,NOPO
Number of LycSpores pr tablet,NOPO
concentration of Lycopodium,NOPO
LYCOPODIUM ANNOTINUM,VACR
Lyc._ annotinum,VACR
Lyc._dubium,VACR
Lycopodium annotinum,VACR
Lycopodium annotinum subsp. alpestre,VACR
Lycopodium annotinum subsp. annotinum,VACR
Lycopodium annotinum-type,VACR
Lycopodium dubium,VACR
Lycopodium pungens,VACR
Lyc._clavaum,VACR
Lycopodium clavat,VACR
Lycopodium clavatum,VACR
Diphasiastrum,VACR
Diphasiastrum alpinum,VACR
Diphasiastrum complanatum,VACR
Diphasium,VACR
Diphasium alpinum,VACR
Diphasium alpinum T,VACR
Diphasium alpinum-type,VACR
Diphasium complanatum,VACR
Diphasium sp.,VACR
Diphasium tristachyum,VACR
Diphasium-type,VACR
Lyc._alpinum,VACR
Lycopodium alpinum,VACR
Lycopodium clavatum T,VACR
Lycopodium clavatum-type,VACR
Lycopodium complanatum,VACR
Lycopodium tristachyum,VACR
Lycopodium juniperoides,VACR
Lycopodium spike (added),NOPO
Lycopodium spike,NOPO
Lycopodium spike (counted),NOPO
Lycopodium tablets,NOPO
Lycopodium tablets,NOPO
Lycopodium tablets (number),NOPO
Number of LycTab,NOPO
quantity of Lycopodium added,NOPO
Lygeum,HERB
Lygeum spartum,HERB
Lygeum spartum-type,HERB
Lysimachia nemorum,HERB
Lysimachia thyrsiflora,HERB
Lysimachia vulgaris,HERB
Lysimachia vulgaris T,HERB
Lysimachia vulgaris type,HERB
Lysimachia vulgaris-type,HERB
Lythraceae,HERB
Lythrum,HERB
Lythrum salicaria/L. hyssopifolia,HERB
Peplis,HERB
Lythrum salicaria,HERB
Lythrum salicaria-type,HERB
Macrobiotus,INVE
Macrobiotus areolatus/M. richtersi-type,INVE
Macrobiotus hufelandi,NOPO
Macrocharcoal,CHAR
MAGNOLIA,TRSH
Magnolia,TRSH
Magnoliaceae undiff.,TRSH
Maianthemum,HERB
Maianthemum-type,HERB
Malabaila,HERB
Mallotus,TRSH
Malva sylvestris-type,HERB
MALVACEAE,HERB
Malva,HERB
Malva-type,HERB
Malvaceae,HERB
Sterculiaceae,HERB
Marchantiophyta,UPBR
Markasit,NOPO
Exot added,NOPO
Marker (added),NOPO
Marker,NOPO
Marker (counted),NOPO
"Marker, found",NOPO
Marrubium,HERB
Marsil-eae,VACR
Achillea,HERB
Achillea T,HERB
Achillea type,HERB
Achillea-type,HERB
Achillia,HERB
Anthemidae,HERB
Anthemideae,HERB
Anthemis,HERB
Anthemis  type,HERB
Anthemis typ,HERB
Anthemis type,HERB
Anthemis-type,HERB
Anthemis/Achillea-type,HERB
Asteraceae anthemis type,HERB
Asteraceae matricaria-type,HERB
Chrysanthemum alpinum,HERB
Matricaria,HERB
Matricaria t.,HERB
Matricaria type,HERB
Matricaria-type,HERB
Matteuccea strutiopt.,VACR
Matteuccia,VACR
Matteuccia struthiopteris,VACR
Matthiola,HERB
Matthiola sp,HERB
Medicago,HERB
Medicago littoralis-type,HERB
Medicago,HERB
Medicago sativa,HERB
Medicago-type,HERB
Meesia,VACR
Melampyrum,HERB
Melia,TRSH
Meliaceae,TRSH
Meliola niessleana,FUNG
Lycopus,HERB
Lycopus-type,HERB
Lycopus/Mentha,HERB
Menta type,HERB
Mentha,HERB
Mentha  type,HERB
Mentha T,HERB
Mentha t.,HERB
Mentha type,HERB
Mentha-type,HERB
Thymus,HERB
Thymus drucei,HERB
Thymus serpyllum,DWAR
Thymus-type,HERB
Thymus/Mentha,HERB
Thymus/Mentha-type,DWAR
Menyanthaceae,HELO
Men._tr-ta,AQUA
Menianthes trifoliata,AQUA
Menyanthes,AQUA
Menyanthes trifoliata,AQUA
Menyanthes trifoliata-type,AQUA
MERCURIALIS type,HERB
Mercurialis,HERB
Mercurialis  type,HERB
Mercurialis annua,HERB
Mercurialis annua-type,HERB
Mercurialis perennis,HERB
Mercurialis perennis T,HERB
Mercurialis perennis-type,HERB
Merendera filifolia-type,HERB
Meum,HERB
Meum athamanticum,HERB
Micodalyella armigera Type 1A,FUNG
Micodalyellia armigera,FUNG
Micrhystridium ariakense,DINO
Microcharcoal,CHAR
Microfossils,INUN
Microspheres (counted),NOPO
Microspheres suspension (added),NOPO
Microthyriaceae fruitbody,FUNG
Microthyrium,FUNG
Microthyrium undiff.,FUNG
Mineral particles > 20 -_m,NOPO
Minuartia rubra-type,HERB
Minuartia,HERB
Minuartia verna-type,HERB
Minuartia-type,HERB
Moehringia-type,HERB
Moltkia,HERB
Monodictys E,FUNG
Aspid.-Asple.,VACR
FILICALES,VACR
FILICALES monol.,VACR
Filicales,VACR
Filicales monoles undiff.,VACR
Filicales monoletae,VACR
Filicales monoletae sporangia,VACR
Filicales monolete,VACR
Filicales monoletes,VACR
Filicales monoletes undiff.,VACR
Filicales undiff.,VACR
Filicinae,VACR
Filicinae undiff.,VACR
Filicopsida,VACR
Filicopsida monolete undiff.,VACR
Filicopsida undiff.,VACR
Leptosporangiatae,VACR
M. non psilate,VACR
MONOLATE-TYPE-SPORE,VACR
Monocolpate verrucate,VACR
Monolete,VACR
Monolete fern spores,VACR
Monolete fern spores (psilate),VACR
Monolete fern spores undiff.,VACR
Monolete non-psilate,VACR
Monolete not psilate,VACR
Monolete psil.,VACR
Monolete psilate,VACR
Monolete spore with perine,VACR
Monolete spore without perine,VACR
Monolete spore without perine cl.,VACR
Monolete spore(s),VACR
Monolete spore(s) undiff.,VACR
Monolete spores,VACR
Monolete spores (psilate),VACR
Monoletes  lisses,VACR
Monoletes non psilate,VACR
Monoletes psilate,VACR
Polyp-eae,VACR
Polypodiaceae,VACR
Polypodiaceae (spore monolete undiff.),VACR
Polypodiaceae monolete,VACR
Polypodiaceae pro parte,VACR
Polypodiaceae undiff,VACR
Polypodiaceae undiff.,VACR
Polypodiaceae without perine,VACR
Polypodiaceae/Aspidiaceae undiff.,VACR
Polypodiales,VACR
Polypodiophyta,VACR
Polypodiophyta undiff.,VACR
Polypodium vulgare,VACR
Pteridophyta,VACR
"Pteridophyta (monolete, verrucate)",VACR
Pteridophyta monolete undiff.,VACR
Pteridophyta spore,VACR
Pteridophyta spores,VACR
Pteridophyta undiff.,VACR
Pteropsida,VACR
Pteropsida,INUN
Pteropsida (monolete) indet.,VACR
Pteropsida (monolete) undif.,VACR
Pteropsida monolete undiff.,VACR
Pteropsida undiff.,VACR
Spore monolete,VACR
Spores monoletes,VACR
Spores monolètes,VACR
Spori monoleti,VACR
spore-monolete,VACR
Monolete spore sculptured,VACR
Montia,HERB
Montia fontana,HERB
MORACEAE,TRSH
Moraceae,TRSH
MORUS,TRSH
Morus,TRSH
Morus alba t.,TRSH
Morus alba,TRSH
Morus nigra,TRSH
Moss leaf,MACR
Moss: leaf,MACR
Mougeotia,CHLO
Mougeotia,ALGA
Mougeotia laetevirens,ALGA
Mounted volume (0.001 ml),NOPO
Multi-septate fungal remain,FUNG
Multiseptate conidia undet.,FUNG
Muscari,HERB
Muscari-type,HERB
Muscari/Veratrum,HERB
Myosotis,HERB
Myosotis arvensis-type,HERB
Myosotis-type,HERB
Myosoton aquaticum,AQUA
Myrica,TRSH
Myrica gale,TRSH
Myrica gale-type,HERB
Myrica gale-type,TRSH
Myrica tomentosa,TRSH
Myrica type,TRSH
Myrica-type,TRSH
Myricaceae,TRSH
Myricaria,TRSH
Myricaria,HERB
Myricaria,TRSH
Haloragaceae,AQUA
Myr-lum,AQUA
Myriophyllum,AQUA
Myriophyllum undiff.,AQUA
Myriophyllum alterniflorum,AQUA
Myriophyllum alterniflorum type,AQUA
Myriophyllum alterniflorum-type,AQUA
MYRIOPHYLLUM SPICATUM,AQUA
Myriophyllum spicatum,AQUA
Myriophyllum spicatum type,AQUA
Myriophyllum spicatum-type,AQUA
Myriophylum spicatum,AQUA
M. verticillatum,AQUA
Myriophyllum spicatum/M. verticillatum,AQUA
Myriophyllum verticilatum,AQUA
Myriophyllum verticillatum,AQUA
MYRTUS,TRSH
Myrtaceae,TRSH
Myrtus,TRSH
Myrtus,TRSH
Myrtus communis,TRSH
NPP undiff.,UNPP
Narthecium,HERB
Narthecium ossifragum,HERB
Narthecium-type,HERB
Nebela collaris,RHIZ
Nelumbo,AQVP
Nematodes,NEMA
Neobardocoela oocytes,PLAT
Neorhabdocoela,PLAT
Neorhabdocoela Oocytes Teile,PLAT
Oociti di Neorabdocoehla,PLAT
Nerium,TRSH
Nerium oleander,TRSH
EMA-104: Neurospora,FUNG
Neurospora,FUNG
Nicotiana tabacum,HERB
Nigella,HERB
Nitraria,TRSH
Non-septate filamentous algae undet.,ALGA
Nonea,HERB
Nb lignes,NOPO
Number of counted lines,NOPO
Number of exotics per tablet,NOPO
exotic per tablet,NOPO
Number of spike added,NOPO
Nuphar,AQUA
Nymphar,AQUA
Nymhpea,AQUA
Nymphaea,AQUA
Nymphaea alba,AQUA
Nymphaea alba-type,AQUA
Nymphaea cf. alba,AQUA
Nymphaeae,AQUA
Nymphaea candida,AQUA
Nymphaceae,AQUA
Nymphaeaceae,AQUA
Nyphar,AQUA
idioblasty Nymphaea,VEMI
Nymphaceae basall cell,VEMI
Nymphaea basal cells,VEMI
Nymphaeaceae: base cells,VEMI
Nymphaeaceae: hair,NOPO
Nymphaeaceae: leaf hair base,NOPO
Nymphaceae sclereid,VEMI
Nymphaeaceae: star cell,NOPO
Nymphaeaceae: trichoblasts,VEMI
Odontites,HERB
Odontites t.,HERB
Odontites-type,HERB
Oedogonium,ALGA
Oenanthe,HERB
Oenanthe,AQUA
Oenanthe fistulosa type,HERB
Oenanthe-type,HERB
Oenothera,HERB
Olea,TRSH
OLEA,TRSH
Olea,TRSH
Olea eur,TRSH
Olea europaea,TRSH
Olea europea,TRSH
Olea-type,TRSH
Fontanesia,TRSH
Fontanesia/Phillyrea,TRSH
OLEACEAE indiff.,TRSH
Olea/Ligustrum,TRSH
Olea/Phillyrea,TRSH
Oleaceae,TRSH
Oleaceae pro parte,TRSH
Oleaceae undiff.,TRSH
Omphalodes-type,HERB
Epilobium-Ludwigia,HERB
Oenotheraceae,HERB
Onagraceae,HERB
Onagraceae undiff.,HERB
Onobrychis,HERB
cf Onobrychis,HERB
Fabaceae onobrychis type,HERB
Hedysarum-type,HERB
Hedysarum/Ebenus,HERB
Onobrychis-type,HERB
Ononis,HERB
Ononis-type,HERB
Operculodinium,DINO
Operculodinium centrocarpum,DINO
Ophelia-type,HERB
Ophioglossaceae,VACR
Ophyoglossaceae,VACR
Ophioglossum,VACR
Ophyoglossum,VACR
Ophioglossum vulgatum,VACR
Ophioglossum vulgatum type B,VACR
Orchidaceae,HERB
Origanum vulgare,HERB
Origanum type,HERB
Orlaya,HERB
Orlaya grandiflora,HERB
Scilla type,HERB
Scilla-type,HERB
Ornithopus,HERB
Osmunda,VACR
Osmunda regalis,VACR
Osmunda regalis-type,VACR
Osmun-eae,VACR
Osmunda tp.,VACR
Osmunda-type,VACR
Osmundaceae,VACR
Ostracoda: mandible,NOPO
C. Orientalis/Ostrya,TRSH
C. orientalis,TRSH
Carpinus orientalis,TRSH
Carpinus orientalis /Ostrya type,TRSH
Carpinus orientalis-type,TRSH
Carpinus orientalis/Ostrya,TRSH
Carpinus orientalis/Ostrya carpinifolia,TRSH
Carpinus orientalis/Ostrya carpinifolia-type,TRSH
Carpinus-Ostrya,TRSH
Carpinus/Ostrya-type,TRSH
OSTRYA,TRSH
OSTRYA/CARPINUS ORIENTALIS,TRSH
Ostrya,TRSH
Ostrya carpinifolia,TRSH
Ostrya carpinifolia/Carpinus orientalis,TRSH
Ostrya-type,TRSH
Ostrya/Carpinus,TRSH
Ostrya/Carpinus orientalis,TRSH
Ostrya/Carpinus orientalis type,TRSH
Ostrya/Carpinus orientalis-type,TRSH
Ostryopsis,TRSH
Osyris alba,TRSH
Osyris alba-type,HERB
Oxalidaceae,HERB
Oxalis,HERB
Oxalis pes-caprae,HERB
Oxalis type,HERB
Oxalis acetosella,HERB
Oxalis stricta,HERB
Oxyria,HERB
Oxyria digyna,HERB
Padus avium,TRSH
Paeonia,HERB
Papaver,HERB
Papaver argemone,HERB
Papaver rhoeas,HERB
Papaver rhoeas t.,HERB
Papaver rhoeas-group,HERB
Papaver rhoeas-type,HERB
PAPAVERACEAE,HERB
Papav-eae,HERB
Papaver/Meconopsis,HERB
Papaveraceae,HERB
Papaveraceae cf. Corydalis,HERB
Papaveraceae undiff.,HERB
PARIETARIA,HERB
Parietaria,HERB
PARNASSIA PALUSTRIS,HERB
Parnassia,HERB
Parnassia palustris,HERB
Parnassia type,HERB
Parnassia-type,HERB
Paronychia,HERB
Paronychia t.,HERB
Paronychia-type,HERB
Parrotia cf. P. persica,TRSH
Parrotia persica,TRSH
Parrotia persica clumps of two,TRSH
Parthenocissus,TRSH
Parthenocissus,LIAN
Pastinaca,HERB
Patrinia,HERB
Paulownia,TRSH
Pediastrum,ALGA
Pediastrum marvilense,ALGA
Pediastrum spec.,ALGA
Ped. angulosum,ALGA
Pediastrum angulosum,ALGA
Pediastrum angulosum var. angulosum,ALGA
Pediastrum angulosum var. laevigatum,ALGA
Pediastrum bor.,ALGA
Pediastrum boryanum,ALGA
Pediastrum boryanum-type,ALGA
Pediastrum forcipatum,ALGA
Ped. bor.brev.,ALGA
Pediastrum boryanum subsp. granulosum,ALGA
Pediastrum boryanum subsp. longicorne,ALGA
Pediastrum boryanum var. boryanum,HERB
Pediastrum boryanum var. boryanum,ALGA
Pediastrum boryanum var. boryanum (type 1),ALGA
Pediastrum boryanum var. boryanum (type 2),ALGA
Pediastrum boryanum var. boryanum sensu lato,ALGA
Pediastrum boryanum var. brevicorne,ALGA
Pediastrum companulatum,ALGA
Pediastrum boryanum v.cornutum,ALGA
Pediastrum boryanum var. cornutum,ALGA
Pediastrum boryanum var. perforatum,ALGA
Pediastrum clathratum,ALGA
Pediastrum duplex,ALGA
Pediastrum duplex var. rugulosum,ALGA
Pediastrum integrum,ALGA
Pediastrum kawraiskyi,ALGA
Pediastrum kawraiskyi-integrum,ALGA
Pediastrum kawrayskyi,ALGA
Pediastrum orientale (type 1),ALGA
P. simplex,ALGA
Pediastrum simplex,ALGA
Pediastrum sp,ALGA
Pedicularis,HERB
Pedicularis t.,HERB
Pedicularis palustris T,HERB
Pedicularis palustris-type,HERB
Pedicularis sylvatica-type,HERB
Pedicularis oederi-type,HERB
Pedicularis verticillata-type,HERB
Peganum,HERB
Peganum harmala,HERB
Penium,CHLO
Penium,ALGA
Pennales,ALGA
Peridinium ponticum,DINO
Periploca,INUN
Persicaria,HERB
Persicaria amphibia,AQUA
Polyg._am.,AQUA
Polygonum amphibium,AQUA
Polygonum amphibium-type,AQUA
Persicaria maculosa,HERB
Polyg._p-a,HERB
Polygonum Persicaria,HERB
Polygonum lapathifolium-type,HERB
Polygonum persicaria,HERB
Polygonum persicaria T,HERB
Polygonum persicaria group,HERB
Polygonum persicaria-type,HERB
Polygonum sect. Persicaria,HERB
Petasites,HERB
Petasites-type,HERB
"Apiaceae, Ferula",HERB
Bunium-type,HERB
Ferula-type,HERB
Peucedanum,HERB
Peucedanum ostruthium,HERB
Peucedanum palustre T,HERB
Peucedanum palustre type,HERB
Peucedanum type,HERB
Peucedanum-type,HERB
Phacelia,HERB
Phacelia tanacetifolia,HERB
Phacelia-typeanacetifolia,HERB
Anthoceros laevis,BRYO
Phaeoceros laevis,BRYO
Phaseolus-type,HERB
Dry-s_ph-s,VACR
Phegopteris connectilis,VACR
Thelypteris phegopteris,VACR
Phellodendron,TRSH
PHILLYREA,TRSH
Phillyrea,TRSH
Phillyrea angustifolia,TRSH
Phillyrea angustifolia-type,TRSH
Phillyrea latifolia,TRSH
Phillyrea media,TRSH
Phillyrea-type,TRSH
Phlomis,HERB
Phlox sibirica,HERB
Phoenix,TRSH
Phragmites,HERB
Phragmites,AQUA
Phragmites australis,AQUA
Phragmites australis-type,AQUA
Phragmites-type,AQUA
Phragmites-type,HERB
Physochlaina,HERB
Campanula,HERB
Campanula type,HERB
Campanula-type,HERB
Phyteuma,HERB
Phyteuma T,HERB
Phyteuma-type,HERB
Phytolith,NOPO
PICEA,TRSH
Picea,TRSH
Picea (half),TRSH
Picea (whole),TRSH
Picea abies,TRSH
Picea abies subsp. abies,TRSH
Picea abies subsp. obovata,TRSH
Picea obovata,TRSH
Picea sect. Eupicea,TRSH
Piceaabies,TRSH
Picea omorica,TRSH
Picea orientalis,TRSH
Picea schrenkiana,TRSH
Picea Stomata,VEMI
Picea stomata,VEMI
Picea: stomata,MACR
Picea: stomata,VEMI
Pimpinella,HERB
Pimpinella anisum,HERB
"Apiaceae, Pimpinella",HERB
Pimpinella major T,HERB
Pimpinella major type,HERB
Pimpinella major-type,HERB
Pimpinella-type,HERB
Abies or Picea,TRSH
Pinaceae,TRSH
Pinaceae: stomata,VEMI
Pinguicula,HERB
PINUS,TRSH
PINUS indiff.,TRSH
PINUS indiff..,TRSH
Pinus,TRSH
Pinus cf. nigra,TRSH
Pinus clumps,TRSH
Pinus sf. Podocarpus,TRSH
Pinus sp,TRSH
Pinus sp.,TRSH
Pinus undiff.,TRSH
Pinus undifferentiated,TRSH
Pinus-undiff.,TRSH
Pinus: fragment,TRSH
PINUS CEMBRA,TRSH
Pin._sibirica,TRSH
Pinus (Haploxylon),TRSH
Pinus cembra,TRSH
Pinus cembra subsp. sibirica,TRSH
Pinus cembra-type,TRSH
Pinus hap,TRSH
Pinus haploxylon,TRSH
Pinus haploxylon-type,TRSH
Pinus haploxylon/cembra,TRSH
Pinus peuce,TRSH
Pinus pumila,TRSH
Pinus pumila-type,TRSH
Pinus s/g Haploxylon,TRSH
Pinus sect. Haploxylon,TRSH
Pinus sgen. Haploxylon,TRSH
Pinus sibirica,TRSH
Pinus sibirica-type,TRSH
Pinus sibirica=Pinus s/g Haploxylon,TRSH
Pinus subg. Haploxylon-type,TRSH
Pinus subg. Strobus,TRSH
Pinus subgen. Haploxylon,TRSH
Pinus t. haplostellate,TRSH
Pinus-H,TRSH
PinusHaplo.,TRSH
Pinus halepensis,TRSH
Pinus halepensis type,TRSH
Pinus halepensis-type,TRSH
Pinus halepensis/P. pinea-type,TRSH
Pinus pinea,TRSH
Pinus pinea-type,TRSH
Pinus pinea/P. halepensis,TRSH
Pinus pinea/halepensis t.,TRSH
Pinus pinea/halepensis-type,TRSH
PINUS t.pinaster,TRSH
Pinus pinaster,TRSH
Pinus pinaster-type,TRSH
Pinus pumila,TRSH
PINUS sylv.,TRSH
PINUS t.nigra,TRSH
PINUS t.sylvestris,TRSH
Pin._sylv.,TRSH
Pinus (Diploxylon),TRSH
Pinus (diploxylon),TRSH
Pinus (half),TRSH
Pinus (whole),TRSH
Pinus dip,TRSH
Pinus diplost.,TRSH
Pinus diploxylon,TRSH
Pinus diploxylon-type,TRSH
Pinus non-cembra,TRSH
Pinus s/g Diploxylon,TRSH
Pinus sect. Diploxylon,TRSH
Pinus sgen. Diploxylon,TRSH
Pinus subg. Diploxylon,TRSH
Pinus subg. Diploxylon-type,TRSH
Pinus subg. Pinus,TRSH
Pinus subgen. Diploxylon,TRSH
Pinus sylvestris,TRSH
Pinus sylvestris T,TRSH
Pinus sylvestris t.,TRSH
Pinus sylvestris type,TRSH
Pinus sylvestris-type,TRSH
Pinus sylvestris/P. nigra-type,TRSH
