taxon_name,eco_group,family_level
Jasione-type,HERB,Campanulaceae
Jasione/Wahlenbergia-type,NA,Campanulaceae
Jasminum,TRSH,Oleaceae
Jasminum fruticans,HERB,Oleaceae
Jasminum t.,TRSH,Oleaceae
Jasminum-type,TRSH,Oleaceae
Juglandaceae,TRSH,Juglandaceae
Juglans,TRSH,Juglandaceae
Juglans (Juglans),NA,Juglandaceae
Juglans nigra,TRSH,Juglandaceae
Juglans regia,TRSH,Juglandaceae
Juglans regia type,TRSH,Juglandaceae
Juglans regia-type,NA,Juglandaceae
Juglans spp.,NA,Juglandaceae
Juglans-Pterocarya,TRSH,Juglandaceae
Juglans-type,TRSH,Juglandaceae
Juncaceae,HERB,Juncaceae
Juncus,HERB,Juncaceae
Juncus Samenfragment,MACR,delete
Juniperus,TRSH,delete
Juniperus Stomata,VEMI,delete
Juniperus communis,TRSH,delete
Juniperus communis-type,TRSH,delete
Juniperus excelsa/J. oxycedrus,TRSH,delete
Juniperus oxycedrus-type,TRSH,delete
Juniperus sabina,TRSH,delete
Juniperus spp.,NA,delete
Juniperus t.,TRSH,delete
Juniperus type,TRSH,delete
Juniperus-type,TRSH,delete
Juniperus/Cupressaceae,TRSH,delete
Juniperus: stomata,VEMI,delete
Juniperus: stomata,MACR,delete
Jurinea-type,HERB,Asteraceae
KETEELERIA,TRSH,delete
Keteleeria,NA,delete
Kiwi,TRSH,delete
Knautia,HERB,Caprifoliaceae
Knautia arvensis,HERB,Caprifoliaceae
Knautia arvensis type,HERB,Caprifoliaceae
Knautia-type,HERB,Caprifoliaceae
Knorringia,HERB,Polygonaceae
Knorringia-type,NA,Polygonaceae
Knorringia-type (Knorringia-T),NA,Polygonaceae
Koenigia,NA,Polygonaceae
Koenigia delicatula,NA,Polygonaceae
Koenigia islandica,HERB,Polygonaceae
Koenigia islandica/nepalensis-type,NA,Polygonaceae
Koenigia-type,NA,Polygonaceae
Kretzschamria deusta (fungi),FUNG,delete
LABIATAE,HERB,Lamiaceae
LAMIACEAE,HERB,Lamiaceae
LARIX,TRSH,delete
LEGUMINOSAE,HERB,Fabaceae
LIGUSTRUM,TRSH,Oleaceae
LILIACEAE,HERB,Liliaceae
LINUM,HERB,Linaceae
LUZULA,HERB,Juncaceae
LYCOPODIUM ANNOTINUM,VACR,delete
"Labia/mandibles, juvenile",NA,delete
Labiata,HERB,Lamiaceae
Labiatae,HERB,Lamiaceae
Labiatae (3),HERB,Lamiaceae
Labiatae (6),HERB,Lamiaceae
Labiatae cf. Lamium,HERB,Lamiaceae
Labiatae undiff.,HERB,Lamiaceae
Laburnum,TRSH,Fabaceae
Laburnum anagyroides,TRSH,Fabaceae
Lactuca,HERB,Asteraceae
Lactuca sativa-type,HERB,Asteraceae
Lactuca-type,HERB,Asteraceae
Lactucae,HERB,Asteraceae
Lactuceae,HERB,Asteraceae
Lactuceae undiff.,HERB,Asteraceae
Lactuceae undiff.  type,HERB,Asteraceae
Lactucoideae,HERB,Asteraceae
Lamiaceae,HERB,Lamiaceae
Lamiaceae (6-colpate),HERB,Lamiaceae
Lamiaceae (hexacolpate),HERB,Lamiaceae
Lamiaceae 6-colpate,HERB,Lamiaceae
Lamiaceae indet.,HERB,Lamiaceae
Lamiaceae undiff.,HERB,Lamiaceae
Lamiaceae undifferentiated,NA,Lamiaceae
Lamium,HERB,Lamiaceae
Lamium album-Typ,HERB,Lamiaceae
Lamium album-type,HERB,Lamiaceae
Lamium-type,HERB,Lamiaceae
Lardizabalaceae,NA,Lardizabalaceae
Larix,TRSH,delete
Larix  decidua T,TRSH,delete
Larix  decidua-type,TRSH,delete
Larix dahurica,TRSH,delete
Larix decidua,TRSH,delete
Larix decidua T,TRSH,delete
Larix decidua-type,TRSH,delete
Larix sibirica,TRSH,delete
Larix type,TRSH,delete
Larix/Pseudotsuga,TRSH,delete
Larix: stomata,MACR,delete
Larix: stomata,VEMI,delete
Laserpitium,HERB,Apiaceae
Laserpitium latifolium-type,HERB,Apiaceae
Laserpitium prutenicum,HERB,Apiaceae
Lasiosphaeria sp. (Type HdV-63C),FUNG,delete
Lathyrus,HERB,Fabaceae
Lathyrus japonicus,HERB,Fabaceae
Lathyrus t.,HERB,Fabaceae
Lathyrus tp.,HERB,Fabaceae
Lathyrus undiff.,HERB,Fabaceae
Lathyrus-type,HERB,Fabaceae
Lathyrus/Vicia,HERB,Fabaceae
Lathyrus/Vicia-type,HERB,Fabaceae
Latitude of event (Latitude),NA,delete
Lauraceae,NA,Lauraceae
Laurus,TRSH,Lauraceae
Lavandula stoechas-type,TRSH,Lamiaceae
Lavandula stoechas-type,HERB,Lamiaceae
Ledum,DWAR,Ericaceae
Ledum palustre,DWAR,Ericaceae
Ledum-type,DWAR,Ericaceae
Leg.,INUN,delete
Legousia,HERB,Campanulaceae
Leguminosae,HERB,Fabaceae
Leguminosae undiff.,HERB,Fabaceae
Lemna,AQUA,delete
Lemna minor,AQUA,delete
Lemna-type,AQUA,delete
Lemnaceae,AQUA,delete
Lentibulariaceae,HELO,delete
Leontice leontopetalum,HERB,Berberidaceae
Leontodon helveticus,HERB,Asteraceae
Lepidotis inundata,VACR,delete
Leptosporangiatae,VACR,delete
Leucojum,HERB,Brassicaceae
Libanotis,HERB,Apiaceae
Liguliflorae,HERB,Asteraceae
Liguliflorae clumps,HERB,Asteraceae
Ligusticum mutellina,HERB,Apiaceae
Ligusticum t.,TRSH,Apiaceae
Ligustrum,TRSH,Oleaceae
Ligustrum vulgare,TRSH,Oleaceae
Ligustrum vulgare-type,TRSH,Oleaceae
Ligustrum„ÄÄtype,TRSH,Oleaceae
Liliaceae,HERB,Liliaceae
Liliaceae indet.,HERB,Liliaceae
"Liliaceae undiff,",HERB,Liliaceae
Liliaceae undiff.,HERB,Liliaceae
Liliaceae-type,HERB,Liliaceae
Liliales,HERB,Liliaceae
Lilium,HERB,Liliaceae
Lilium martagon,HERB,Liliaceae
Lilium martagon-type,HERB,Liliaceae
Limoniacea,HERB,Plumbaginaceae
Limoniaceae=Plumbaginaceae,HERB,Plumbaginaceae
Limonium,HERB,Plumbaginaceae
Limonium vulgare,HERB,Plumbaginaceae
Limonium-type,HERB,Plumbaginaceae
Linaceae,HERB,Linaceae
Linaria,HERB,Plantaginaceae
Linaria type,HERB,Plantaginaceae
Linaria-type,HERB,Plantaginaceae
Lines counted,NA,delete
Lingulodinium,DINO,delete
Lingulodinium machaerophorum,DINO,delete
Lingulodinium machaerophorum var. clavatum,DINO,delete
Linnaea,DWAR,Caprifoliaceae
Linnaea,HERB,Caprifoliaceae
Linnaea borealis,HERB,Caprifoliaceae
Linum,HERB,Linaceae
Linum alpinum-type (L. alpinum-T),NA,Linaceae
Linum austriacum-type,HERB,Linaceae
Linum catharticum,HERB,Linaceae
Linum catharticum-type,HERB,Linaceae
Linum t.,HERB,Linaceae
Linum usitatissimum,HERB,Linaceae
Liquidambar,TRSH,Altingiaceae
Liriodendron,PREQ,Magnoliaceae
Lithocarpus,NA,Fagaceae
Lithospermum,HERB,Boraginaceae
Lithospermum arvense,HERB,Boraginaceae
Lithospermum arvense-type,HERB,Boraginaceae
Lithospermum officinale-type,HERB,Boraginaceae
Litorella-type,AQUA,delete
Littorella,AQUA,delete
Littorella uniflora,AQUA,delete
Lloydia,HERB,Liliaceae
Lloydia serotina,HERB,Liliaceae
Lobelia,HELO,Campanulaceae
Lobelia,HERB,Campanulaceae
Lobelia dortmanna,HERB,Campanulaceae
Lobelia dortmanna,HELO,Campanulaceae
Lobelia-type,HERB,Campanulaceae
Lobeliaceae,NA,Campanulaceae
Loeflingia,HERB,Caryophyllaceae
Loiseleuria,DWAR,Ericaceae
Loiseleuria procumbens,DWAR,Ericaceae
Loiseleuria procumbens,HERB,Ericaceae
Loiseleuria procumbens t.,DWAR,Ericaceae
Loiseleuria procumbens-type,DWAR,Ericaceae
Lomatogonium,HERB,Gentianaceae
Lomatogonium (Lomatogonium),NA,Gentianaceae
Lomatogonium rotatum,HERB,Gentianaceae
Longitude of event (Longitude),NA,delete
Lonicera,TRSH,Caprifoliaceae
Lonicera,LIAN,Caprifoliaceae
Lonicera (Lonicera),NA,Caprifoliaceae
Lonicera implexa,HERB,Caprifoliaceae
Lonicera periclymenum,TRSH,Caprifoliaceae
Lonicera periclymenum-type,TRSH,Caprifoliaceae
Lonicera t.,TRSH,Caprifoliaceae
Lonicera xylosteum-type,TRSH,Caprifoliaceae
Lonicera-type,TRSH,Caprifoliaceae
Loranthaceae,NA,Loranthaceae
Loranthus,TRSH,Loranthaceae
Loranthus,HEMI,Loranthaceae
Loranthus europaeus,TRSH,Loranthaceae
Lotus,HERB,Fabaceae
Lotus alpinus-type,HERB,Fabaceae
Lotus cf. L. corniculatus,HERB,Fabaceae
Lotus t.,HERB,Fabaceae
Lotus type,HERB,Fabaceae
Lotus uliginosus,HERB,Fabaceae
Lotus-type,HERB,Fabaceae
Luzula,HERB,Juncaceae
Lyc.,VACR,delete
Lyc._ annotinum,VACR,delete
Lyc._alpinum,VACR,delete
Lyc._appressum,VACR,delete
Lyc._clavaum,VACR,delete
Lyc._dubium,VACR,delete
Lyc._inundatum,VACR,delete
Lyc._selago,VACR,delete
LycSpores counted,NOPO,delete
Lychnis,HERB,Caryophyllaceae
Lychnis flos-cuculi,HERB,Caryophyllaceae
Lychnis type,HERB,Caryophyllaceae
Lychnis viscaria-type,HERB,Caryophyllaceae
Lychnis-type,HERB,Caryophyllaceae
Lycium,TRSH,Solanaceae
Lycop.sp./Lycopodium sp.,VACR,delete
Lycopodiaceae,VACR,delete
Lycopodiaceae undiff.,VACR,delete
Lycopodiella inundata,VACR,delete
Lycopodium,VACR,delete
Lycopodium,NOPO,delete
Lycopodium (added),NOPO,delete
Lycopodium (concentration),NOPO,delete
Lycopodium (count),NOPO,delete
Lycopodium (counted),NOPO,delete
Lycopodium (counted) for Pediastrum,NOPO,delete
Lycopodium (counted) for charcoal,NOPO,delete
Lycopodium (grains/tablet),NOPO,delete
Lycopodium (grains/tablets),NOPO,delete
Lycopodium (spores/tablet),NOPO,delete
Lycopodium alpinum,VACR,delete
Lycopodium annium,VACR,delete
Lycopodium annotinum,VACR,delete
Lycopodium annotinum subsp. alpestre,VACR,delete
Lycopodium annotinum subsp. annotinum,VACR,delete
Lycopodium annotinum-type,VACR,delete
Lycopodium appressum,VACR,delete
Lycopodium cf. L. annotinum,VACR,delete
Lycopodium clavat,VACR,delete
Lycopodium clavatum,VACR,delete
Lycopodium clavatum T,VACR,delete
Lycopodium clavatum-type,VACR,delete
Lycopodium complanatum,VACR,delete
Lycopodium cont,NOPO,delete
Lycopodium dubium,VACR,delete
Lycopodium inundatum,VACR,delete
Lycopodium juniperoides,VACR,delete
Lycopodium marker,NOPO,delete
Lycopodium pungens,VACR,delete
Lycopodium selago,VACR,delete
Lycopodium sp.,VACR,delete
Lycopodium spike,NOPO,delete
Lycopodium spike (added),NOPO,delete
Lycopodium spike (counted),NOPO,delete
Lycopodium spores added,NA,delete
Lycopodium spores counted,NOPO,delete
Lycopodium spores/tablet,NOPO,delete
Lycopodium tablets,NOPO,delete
Lycopodium tablets (number),NOPO,delete
Lycopodium tristachyum,VACR,delete
Lycopodium undiff,VACR,delete
Lycopodium undiff.,VACR,delete
Lycopodium-type,VACR,delete
Lycopodium/Diphasiastrum,NA,delete
Lycopodiums counted,NOPO,delete
Lycopus,HERB,Lamiaceae
Lycopus-type,HERB,Lamiaceae
Lycopus/Mentha,HERB,Lamiaceae
Lycpodium counted,NOPO,delete
Lygeum,HERB,Poaceae
Lygeum spartum,HERB,Poaceae
Lygeum spartum-type,HERB,Poaceae
Lygustrum vulgare type,TRSH,Oleaceae
Lysimachia,HERB,Primulaceae
Lysimachia nemorum,HERB,Primulaceae
Lysimachia thyrsiflora,HERB,Primulaceae
Lysimachia vulgaris,HERB,Primulaceae
Lysimachia vulgaris T,HERB,Primulaceae
Lysimachia vulgaris type,HERB,Primulaceae
Lysimachia vulgaris-type,HERB,Primulaceae
Lysimachia-type,HERB,Primulaceae
Lythraceae,HERB,Lythraceae
Lythrum,HERB,Lythraceae
Lythrum salicaria,HERB,Lythraceae
Lythrum salicaria-type,HERB,Lythraceae
Lythrum salicaria/L. hyssopifolia,HERB,Lythraceae
M. non psilate,VACR,delete
M. verticillatum,AQUA,delete
MAGNOLIA,TRSH,Magnoliaceae
MALVACEAE,HERB,Malvaceae
MERCURIALIS type,HERB,Euphorbiaceae
MONOLATE-TYPE-SPORE,VACR,delete
MORACEAE,TRSH,Moraceae
MORUS,TRSH,Moraceae
MYCOPHYTA,HERB,delete
MYRIOPHYLLUM SPICATUM,AQUA,delete
MYRTUS,TRSH,Myrtaceae
Macrobiotus,INVE,delete
Macrobiotus areolatus/M. richtersi-type,INVE,delete
Macrobiotus coronifer-islandicus,INVE,delete
Macrobiotus harmsworthi-echinogenitus,INVE,delete
Macrobiotus hufelandi,NOPO,delete
Macrobiotus hufelandii,INVE,delete
Macrocharcoal,CHAR,delete
Magnolia,TRSH,Magnoliaceae
Magnoliaceae,NA,Magnoliaceae
Magnoliaceae undiff.,TRSH,Magnoliaceae
Maianthemum,HERB,Asparagaceae
Maianthemum-type,HERB,Asparagaceae
Malabaila,HERB,Apiaceae
Mallotus,TRSH,Euphorbiaceae
Malus,TRSH,Rosaceae
Malus-type,TRSH,Rosaceae
Malva,HERB,Malvaceae
Malva sylvestris-type,HERB,Malvaceae
Malva-type,HERB,Malvaceae
Malvaceae,HERB,Malvaceae
Marchantiophyta,UPBR,delete
Markasit,NOPO,delete
Marker,NOPO,delete
Marker (added),NOPO,delete
Marker (counted),NOPO,delete
"Marker spores/tablet, standard deviation: 1708",NA,delete
Marker spores/tablet: 18583,NA,delete
"Marker, added",NA,delete
"Marker, found",NOPO,delete
Marron 3 branches zopfiella?,INUN,delete
Marrubium,HERB,Lamiaceae
Marsil-eae,VACR,delete
Matricaria,HERB,Asteraceae
Matricaria t.,HERB,Asteraceae
Matricaria type,HERB,Asteraceae
Matricaria-type,HERB,Asteraceae
Matteuccea strutiopt.,VACR,delete
Matteuccia,VACR,delete
Matteuccia struthiopteris,VACR,delete
Matthiola,HERB,Brassicaceae
Matthiola sp,HERB,Brassicaceae
Meconopsis,NA,Papaveraceae
Medicago,HERB,Fabaceae
Medicago cf.,INUN,Fabaceae
Medicago littoralis-type,HERB,Fabaceae
Medicago sativa,HERB,Fabaceae
Medicago-type,HERB,Fabaceae
Meesia,VACR,delete
Melampyrum,HERB,Orobanchaceae
Melastomataceae,NA,Melastomataceae
Melia,TRSH,Meliaceae
Meliaceae,TRSH,Meliaceae
Melilotus,HERB,Fabaceae
Meliola niessleana,FUNG,delete
Men._tr-ta,AQUA,delete
Menianthes trifoliata,AQUA,delete
Menispermaceae,NA,Menispermaceae
Menta type,HERB,Lamiaceae
Mentha,HERB,Lamiaceae
Mentha  type,HERB,Lamiaceae
Mentha T,HERB,Lamiaceae
Mentha t.,HERB,Lamiaceae
Mentha type,HERB,Lamiaceae
Mentha-type,HERB,Lamiaceae
Mentha/Elsholtzia-type,NA,Lamiaceae
Mentha/Salvia-type,HERB,Lamiaceae
Menyanthaceae,HELO,delete
Menyanthes,AQUA,delete
Menyanthes trifoliata,AQUA,delete
Menyanthes trifoliata-type,AQUA,delete
Mercurialis,HERB,Euphorbiaceae
Mercurialis  type,HERB,Euphorbiaceae
Mercurialis annua,HERB,Euphorbiaceae
Mercurialis annua-type,HERB,Euphorbiaceae
Mercurialis cf.,INUN,Euphorbiaceae
Mercurialis perennis,HERB,Euphorbiaceae
Mercurialis perennis T,HERB,Euphorbiaceae
Mercurialis perennis-type,HERB,Euphorbiaceae
Merendera filifolia-type,HERB,Colchicaceae
Meum,HERB,Apiaceae
Meum athamanticum,HERB,Apiaceae
Micodalyella armigera Type 1A,FUNG,delete
Micodalyellia armigera,FUNG,delete
Micrhystridium ariakense,DINO,delete
Microcharcoal,CHAR,delete
Microcos,NA,delete
"Microfossil, elliptic",NA,delete
"Microfossil, elliptic (Microfos elliptic)",NA,delete
"Microfossil, vasiform",NA,delete
Microfossils,INUN,delete
Microspheres (counted),NOPO,delete
Microspheres suspension (added),NOPO,delete
Microthyriaceae fruitbody,FUNG,delete
Microthyrium,FUNG,delete
Microthyrium undiff.,FUNG,delete
Mimosaceae,NA,Fabaceae
Mineral particles > 20 -_m,NOPO,delete
Minuartia,HERB,Caryophyllaceae
Minuartia rubra-type,HERB,Caryophyllaceae
Minuartia verna-type,HERB,Caryophyllaceae
Minuartia-type,HERB,Caryophyllaceae
Minuartia-type (Minuartia-T),NA,Caryophyllaceae
Moehringia-type,HERB,Caryophyllaceae
Moltkia,HERB,Boraginaceae
Monocolpate verrucate,VACR,delete
Monocot.,INUN,delete
Monocot. monocolp.,HERB,delete
Monocotyledones,INUN,delete
Monodictys E,FUNG,delete
Monolete,VACR,delete
Monolete fern spores,VACR,delete
Monolete fern spores (psilate),VACR,delete
Monolete fern spores undiff.,VACR,delete
Monolete non-psilate,VACR,delete
Monolete not psilate,VACR,delete
Monolete psil.,VACR,delete
Monolete psilate,VACR,delete
Monolete spore sculptured,VACR,delete
Monolete spore with perine,VACR,delete
Monolete spore without perine,VACR,delete
Monolete spore without perine cl.,VACR,delete
Monolete spore(s),VACR,delete
Monolete spore(s) undiff.,VACR,delete
Monolete spores,VACR,delete
Monolete spores (psilate),VACR,delete
Monoletes  lisses,VACR,delete
Monoletes non psilate,VACR,delete
Monoletes psilate,VACR,delete
Monotropa,NA,delete
Montia,HERB,Montiaceae
Montia fontana,HERB,Montiaceae
Moraceae,TRSH,Moraceae
Moraceae-Urticaceae,HERB,Moraceae
Morus,TRSH,Moraceae
Morus alba,TRSH,Moraceae
Morus alba t.,TRSH,Moraceae
Morus nigra,TRSH,Moraceae
Moss leaf,MACR,delete
Moss: leaf,MACR,delete
Mougeotia,CHLO,delete
Mougeotia,ALGA,delete
Mougeotia laetevirens,ALGA,delete
Mougeotia-type,NA,delete
Mounted volume (0.001 ml),NOPO,delete
Multi-septate fungal remain,FUNG,delete
Multiseptate conidia undet.,FUNG,delete
Musaceae,NA,Musaceae
Muscari,HERB,Asparagaceae
Muscari-type,HERB,Asparagaceae
Muscari/Veratrum,HERB,Asparagaceae
Myosotis,HERB,Boraginaceae
Myosotis arvensis-type,HERB,Boraginaceae
Myosotis-type,HERB,Boraginaceae
Myosoton aquaticum,AQUA,delete
Myr-lum,AQUA,delete
Myrica,TRSH,Myricaceae
Myrica gale,TRSH,Myricaceae
Myrica gale-type,HERB,Myricaceae
Myrica gale-type,TRSH,Myricaceae
Myrica tomentosa,TRSH,Myricaceae
Myrica type,TRSH,Myricaceae
Myrica-type,TRSH,Myricaceae
Myricaceae,TRSH,Myricaceae
Myricaria,TRSH,Tamaricaceae
Myricaria,HERB,Tamaricaceae
Myricaria-type,NA,Tamaricaceae
Myriophyllum,AQUA,delete
Myriophyllum alterniflorum,AQUA,delete
Myriophyllum alterniflorum type,AQUA,delete
Myriophyllum alterniflorum-type,AQUA,delete
Myriophyllum spicatum,AQUA,delete
Myriophyllum spicatum type,AQUA,delete
Myriophyllum spicatum-type,AQUA,delete
Myriophyllum spicatum/M. verticillatum,AQUA,delete
Myriophyllum undiff.,AQUA,delete
Myriophyllum verticilatum,AQUA,delete
Myriophyllum verticillatum,AQUA,delete
Myriophylum spicatum,AQUA,delete
Myristicaceae,NA,Myristicaceae
Myrsinaceae,NA,Primulaceae
Myrtaceae,TRSH,Myrtaceae
Myrtus,TRSH,Myrtaceae
Myrtus communis,TRSH,Myrtaceae
NPP undiff.,UNPP,delete
NPPlongfin,INUN,delete
Narcissus,HERB,Amaryllidaceae
Narcissus pseudonarcissus-type,HERB,Amaryllidaceae
Nardus,HERB,Poaceae
Narthecium,HERB,Nartheciaceae
Narthecium ossifragum,HERB,Nartheciaceae
Narthecium-type,HERB,Nartheciaceae
Naumburgia,HERB,Primulaceae
Nb lignes,NOPO,delete
Nebela collaris,RHIZ,delete
Nebela-type,NA,delete
Nelumbo,AQVP,delete
Nematodes,NEMA,delete
Neobardocoela oocytes,PLAT,delete
Neorhabdocoela,PLAT,delete
Neorhabdocoela Oocytes Teile,PLAT,delete
Nepeta,HERB,Lamiaceae
Nerium,TRSH,Apocynaceae
Nerium oleander,TRSH,Apocynaceae
Neurospora,FUNG,delete
Nicotiana tabacum,HERB,Solanaceae
Nigella,HERB,Ranunculaceae
Nitraria,TRSH,Nitrariaceae
Nitraria spp.,NA,Nitrariaceae
Noaea-type,HERB,Amaranthaceae
Non-operculate Rosaceae,TRSH,Rosaceae
Non-septate filamentous algae undet.,ALGA,delete
Nonea,HERB,Boraginaceae
Not determined,INUN,delete
Number (No),NA,delete
Number of LycSpores pr tablet,NOPO,delete
Number of LycTab,NOPO,delete
Number of counted lines,NOPO,delete
Number of exotics per tablet,NOPO,delete
Number of spike added,NOPO,delete
Nuphar,AQUA,delete
Nyctaginaceae,NA,delete
Nymhpea,AQUA,delete
Nymphaceae,AQUA,delete
Nymphaceae basall cell,VEMI,delete
Nymphaceae sclereid,VEMI,delete
Nymphaea,AQUA,delete
Nymphaea alba,AQUA,delete
Nymphaea alba-type,AQUA,delete
Nymphaea basal cells,VEMI,delete
Nymphaea candida,AQUA,delete
Nymphaea cf. alba,AQUA,delete
Nymphaeaceae,AQUA,delete
Nymphaeaceae: base cells,VEMI,delete
Nymphaeaceae: hair,NOPO,delete
Nymphaeaceae: leaf hair base,NOPO,delete
Nymphaeaceae: star cell,NOPO,delete
Nymphaeaceae: trichoblasts,VEMI,delete
Nymphaeae,AQUA,delete
Nymphar,AQUA,delete
Nyphar,AQUA,delete
Nyssa,NA,Nyssaceae
OLEA,TRSH,Oleaceae
OLEACEAE indiff.,TRSH,Oleaceae
OSTRYA,TRSH,Betulaceae
OSTRYA/CARPINUS ORIENTALIS,TRSH,Betulaceae
Odontites,HERB,Orobanchaceae
Odontites t.,HERB,Orobanchaceae
Odontites-type,HERB,Orobanchaceae
Oedogonium,ALGA,delete
Oenanthe,HERB,delete
Oenanthe,AQUA,delete
Oenanthe fistulosa type,HERB,delete
Oenanthe-type,HERB,delete
Oenothera,HERB,Onagraceae
Oenotheraceae,HERB,Onagraceae
Olacaceae,NA,Olacaceae
Olea,TRSH,Oleaceae
Olea eur,TRSH,Oleaceae
Olea europaea,TRSH,Oleaceae
Olea europea,TRSH,Oleaceae
Olea-type,TRSH,Oleaceae
Olea/Ligustrum,TRSH,Oleaceae
Olea/Phillyrea,TRSH,Oleaceae
Oleaceae,TRSH,Oleaceae
Oleaceae (temperate),NA,Oleaceae
Oleaceae (tropical/subtropical),NA,Oleaceae
Oleaceae (unclear),NA,Oleaceae
Oleaceae pro parte,TRSH,Oleaceae
Oleaceae undiff.,TRSH,Oleaceae
Omphalodes-type,HERB,Boraginaceae
Onagraceae,HERB,Onagraceae
Onagraceae undiff.,HERB,Onagraceae
Onobrychis,HERB,Fabaceae
Onobrychis-type,HERB,Fabaceae
Onoclea-type,NA,delete
Ononis,HERB,Fabaceae
Ononis-type,HERB,Fabaceae
Onopordum-type,HERB,Asteraceae
Onosma-type,HERB,Boraginaceae
Oociti di Neorabdocoehla,PLAT,delete
Operculodinium,DINO,delete
Operculodinium centrocarpum,DINO,delete
Ophelia-type,HERB,Gentianaceae
Ophelia-type (Ophelia-T),NA,Gentianaceae
Ophioglossaceae,VACR,delete
Ophioglossum,VACR,delete
Ophioglossum vulgatum,VACR,delete
Ophioglossum vulgatum type B,VACR,delete
Ophyoglossaceae,VACR,delete
Ophyoglossum,VACR,delete
Orchidaceae,HERB,Orchidaceae
Origanum type,HERB,Lamiaceae
Origanum vulgare,HERB,Lamiaceae
Orlaya,HERB,Apiaceae
Orlaya grandiflora,HERB,Apiaceae
Ornithopus,HERB,Fabaceae
Orobanche,NA,Orobanchaceae
Oscillatoria,CYAN,delete
Osmun-eae,VACR,delete
Osmunda,VACR,delete
Osmunda regalis,VACR,delete
Osmunda regalis-type,VACR,delete
Osmunda tp.,VACR,delete
Osmunda-type,VACR,delete
Osmundaceae,VACR,delete
Ostrac. Mandible,INUN,delete
Ostracoda: mandible,NOPO,delete
Ostrya,TRSH,Betulaceae
Ostrya carpinifolia,TRSH,Betulaceae
Ostrya carpinifolia/Carpinus orientalis,TRSH,Betulaceae
Ostrya-type,TRSH,Betulaceae
Ostrya/Carpinus,TRSH,Betulaceae
Ostrya/Carpinus orientalis,TRSH,Betulaceae
Ostrya/Carpinus orientalis type,TRSH,Betulaceae
Ostrya/Carpinus orientalis-type,TRSH,Betulaceae
Ostryopsis,TRSH,Betulaceae
Osyris alba,TRSH,Santalaceae
Osyris alba-type,HERB,Santalaceae
Other herbs,INUN,delete
Other trees,INUN,delete
Other trees and shrubs,INUN,delete
Oxalidaceae,HERB,Oxalidaceae
Oxalis,HERB,Oxalidaceae
Oxalis acetosella,HERB,Oxalidaceae
Oxalis pes-caprae,HERB,Oxalidaceae
Oxalis stricta,HERB,Oxalidaceae
Oxalis type,HERB,Oxalidaceae
Oxiria type,HERB,Polygonaceae
Oxycoccus,TRSH,Ericaceae
Oxycoccus quadripetalus,TRSH,Ericaceae
Oxyria,HERB,Polygonaceae
Oxyria digyna,HERB,Polygonaceae
Oxyria-type,HERB,Polygonaceae
Oxyria/Rumex,HERB,Polygonaceae
P. atrata,HERB,Polygonaceae
P. avic.-bistorta,HERB,Polygonaceae
P. avic.-bistorta-t.,HERB,Polygonaceae
P. bistorta,HERB,Polygonaceae
P. coronopus,HERB,Plantaginaceae
P. lanceolata,HERB,Plantaginaceae
P. lanceolata-t.,HERB,Plantaginaceae
P. major,HERB,Plantaginaceae
P. major type,HERB,Plantaginaceae
P. simplex,ALGA,delete
PAPAVERACEAE,HERB,Papaveraceae
PARIETARIA,HERB,Urticaceae
PARNASSIA PALUSTRIS,HERB,Celastraceae
PHILLYREA,TRSH,Oleaceae
PICEA,TRSH,delete
PINUS,TRSH,delete
PINUS CEMBRA,TRSH,delete
PINUS indiff.,TRSH,delete
PINUS indiff..,TRSH,delete
PINUS sylv.,TRSH,delete
PINUS t.nigra,TRSH,delete
PINUS t.pinaster,TRSH,delete
PINUS t.sylvestris,TRSH,delete
PISTACIA,TRSH,Anacardiaceae
PLANTAGO,HERB,Plantaginaceae
PLANTAGO MARITIMA,HERB,Plantaginaceae
PLANTAGO indet.,HERB,Plantaginaceae
PLANTAGO lanceol.,HERB,Plantaginaceae
PLANTAGO major,HERB,Plantaginaceae
PLATANUS,TRSH,Platanaceae
POACEAE,HERB,Poaceae
POACEAE > 45 µm,HERB,Poaceae
POLYGALA,HERB,Polygalaceae
POLYGONACEAE,HERB,Polygonaceae
POLYGONUM BISTORTA type,HERB,Polygonaceae
POLYGONUM VIVIPARUM,HERB,Polygonaceae
POLYGONUM bistorta,HERB,Polygonaceae
POLYPODIUM,VACR,delete
POPULUS,TRSH,Salicaceae
POTENTILLA,HERB,Rosaceae
POTERIUM,HERB,Rosaceae
PRUNUS,TRSH,Rosaceae
PSEUDOSCHIZAEA,ALGA,delete
Padus avium,TRSH,Rosaceae
Paeonia,HERB,Paeoniaceae
Paliurus,TRSH,Rhamnaceae
Paliurus spina-christi,TRSH,Rhamnaceae
Paliurus spina-christi/Rhamnus,TRSH,Rhamnaceae
Paliurus/Rhamnus,TRSH,Rhamnaceae
Palmae,TRSH,Arecaceae
"Palynomorpha, non-pollen",NA,delete
Pandanaceae,NA,Pandanaceae
Papav-eae,HERB,Papaveraceae
Papaver,HERB,Papaveraceae
Papaver argemone,HERB,Papaveraceae
Papaver argemone-type,NA,Papaveraceae
Papaver cf.,INUN,Papaveraceae
Papaver rhoeas,HERB,Papaveraceae
Papaver rhoeas t.,HERB,Papaveraceae
Papaver rhoeas-group,HERB,Papaveraceae
